customer_id,purchase_amount,quantity
9065,164,5
9066,165,6
9067,166,7
9068,167,8
9069,168,9
9070,169,10
9071,170,1
9072,171,2
9073,172,3
9074,173,4
9075,174,5
9076,175,6
9077,176,7
9078,177,8
9079,178,9
9080,179,10
9081,180,1
9082,181,2
9083,182,3
9084,183,4
9085,184,5
9086,185,6
9087,186,7
9088,187,8
9089,188,9
9090,189,10
9091,190,1
9092,191,2
9093,192,3
9094,193,4
9095,194,5
9096,195,6
9097,196,7
9098,197,8
9099,198,9
9100,199,10
9101,200,1
9102,201,2
9103,202,3
9104,203,4
9105,204,5
9106,205,6
9107,206,7
9108,207,8
9109,208,9
9110,209,10
9111,210,1
9112,211,2
9113,212,3
9114,213,4
9115,214,5
9116,215,6
9117,216,7
9118,217,8
9119,218,9
9120,219,10
9121,220,1
9122,221,2
9123,222,3
9124,223,4
9125,224,5
9126,225,6
9127,226,7
9128,227,8
9129,228,9
9130,229,10
9131,230,1
9132,231,2
9133,232,3
9134,233,4
9135,234,5
9136,235,6
9137,236,7
9138,237,8
9139,238,9
9140,239,10
9141,240,1
9142,241,2
9143,242,3
9144,243,4
9145,244,5
9146,245,6
9147,246,7
9148,247,8
9149,248,9
9150,249,10
9151,250,1
9152,251,2
9153,252,3
9154,253,4
9155,254,5
9156,255,6
9157,256,7
9158,257,8
9159,258,9
9160,259,10
9161,260,1
9162,261,2
9163,262,3
9164,263,4
9165,264,5
9166,265,6
9167,266,7
9168,267,8
9169,268,9
9170,269,10
9171,270,1
9172,271,2
9173,272,3
9174,273,4
9175,274,5
9176,275,6
9177,276,7
9178,277,8
9179,278,9
9180,279,10
9181,280,1
9182,281,2
9183,282,3
9184,283,4
9185,284,5
9186,285,6
9187,286,7
9188,287,8
9189,288,9
9190,289,10
9191,290,1
9192,291,2
9193,292,3
9194,293,4
9195,294,5
9196,295,6
9197,296,7
9198,297,8
9199,298,9
9200,299,10
9201,300,1
9202,301,2
9203,302,3
9204,303,4
9205,304,5
9206,305,6
9207,306,7
9208,307,8
9209,308,9
9210,309,10
9211,310,1
9212,311,2
9213,312,3
9214,313,4
9215,314,5
9216,315,6
9217,316,7
9218,317,8
9219,318,9
9220,319,10
9221,320,1
9222,321,2
9223,322,3
9224,323,4
9225,324,5
9226,325,6
9227,326,7
9228,327,8
9229,328,9
9230,329,10
9231,330,1
9232,331,2
9233,332,3
9234,333,4
9235,334,5
9236,335,6
9237,336,7
9238,337,8
9239,338,9
9240,339,10
9241,340,1
9242,341,2
9243,342,3
9244,343,4
9245,344,5
9246,345,6
9247,346,7
9248,347,8
9249,348,9
9250,349,10
9251,350,1
9252,351,2
9253,352,3
9254,353,4
9255,354,5
9256,355,6
9257,356,7
9258,357,8
9259,358,9
9260,359,10
9261,360,1
9262,361,2
9263,362,3
9264,363,4
9265,364,5
9266,365,6
9267,366,7
9268,367,8
9269,368,9
9270,369,10
9271,370,1
9272,371,2
9273,372,3
9274,373,4
9275,374,5
9276,375,6
9277,376,7
9278,377,8
9279,378,9
9280,379,10
9281,380,1
9282,381,2
9283,382,3
9284,383,4
9285,384,5
9286,385,6
9287,386,7
9288,387,8
9289,388,9
9290,389,10
9291,390,1
9292,391,2
9293,392,3
9294,393,4
9295,394,5
9296,395,6
9297,396,7
9298,397,8
9299,398,9
9300,399,10
9301,400,1
9302,401,2
9303,402,3
9304,403,4
9305,404,5
9306,405,6
9307,406,7
9308,407,8
9309,408,9
9310,409,10
9311,410,1
9312,411,2
9313,412,3
9314,413,4
9315,414,5
9316,415,6
9317,416,7
9318,417,8
9319,418,9
9320,419,10
9321,420,1
9322,421,2
9323,422,3
9324,423,4
9325,424,5
9326,425,6
9327,426,7
9328,427,8
9329,428,9
9330,429,10
9331,430,1
9332,431,2
9333,432,3
9334,433,4
9335,434,5
9336,435,6
9337,436,7
9338,437,8
9339,438,9
9340,439,10
9341,440,1
9342,441,2
9343,442,3
9344,443,4
9345,444,5
9346,445,6
9347,446,7
9348,447,8
9349,448,9
9350,449,10
9351,450,1
9352,451,2
9353,452,3
9354,453,4
9355,454,5
9356,455,6
9357,456,7
9358,457,8
9359,458,9
9360,459,10
9361,460,1
9362,461,2
9363,462,3
9364,463,4
9365,464,5
9366,465,6
9367,466,7
9368,467,8
9369,468,9
9370,469,10
9371,470,1
9372,471,2
9373,472,3
9374,473,4
9375,474,5
9376,475,6
9377,476,7
9378,477,8
9379,478,9
9380,479,10
9381,480,1
9382,481,2
9383,482,3
9384,483,4
9385,484,5
9386,485,6
9387,486,7
9388,487,8
9389,488,9
9390,489,10
9391,490,1
9392,491,2
9393,492,3
9394,493,4
9395,494,5
9396,495,6
9397,496,7
9398,497,8
9399,498,9
9400,499,10
9401,500,1
9402,501,2
9403,502,3
9404,503,4
9405,504,5
9406,505,6
9407,506,7
9408,507,8
9409,508,9
9410,509,10
9411,510,1
9412,511,2
9413,512,3
9414,513,4
9415,514,5
9416,515,6
9417,516,7
9418,517,8
9419,518,9
9420,519,10
9421,520,1
9422,521,2
9423,522,3
9424,523,4
9425,524,5
9426,525,6
9427,526,7
9428,527,8
9429,528,9
9430,529,10
9431,530,1
9432,531,2
9433,532,3
9434,533,4
9435,534,5
9436,535,6
9437,536,7
9438,537,8
9439,538,9
9440,539,10
9441,540,1
9442,541,2
9443,542,3
9444,543,4
9445,544,5
9446,545,6
9447,546,7
9448,547,8
9449,548,9
9450,549,10
9451,550,1
9452,551,2
9453,552,3
9454,553,4
9455,554,5
9456,555,6
9457,556,7
9458,557,8
9459,558,9
9460,559,10
9461,560,1
9462,561,2
9463,562,3
9464,563,4
9465,564,5
9466,565,6
9467,566,7
9468,567,8
9469,568,9
9470,569,10
9471,570,1
9472,571,2
9473,572,3
9474,573,4
9475,574,5
9476,575,6
9477,576,7
9478,577,8
9479,578,9
9480,579,10
9481,580,1
9482,581,2
9483,582,3
9484,583,4
9485,584,5
9486,585,6
9487,586,7
9488,587,8
9489,588,9
9490,589,10
9491,590,1
9492,591,2
9493,592,3
9494,593,4
9495,594,5
9496,595,6
9497,596,7
9498,597,8
9499,598,9
9500,599,10
9501,600,1
9502,601,2
9503,602,3
9504,603,4
9505,604,5
9506,605,6
9507,606,7
9508,607,8
9509,608,9
9510,609,10
9511,610,1
9512,611,2
9513,612,3
9514,613,4
9515,614,5
9516,615,6
9517,616,7
9518,617,8
9519,618,9
9520,619,10
9521,620,1
9522,621,2
9523,622,3
9524,623,4
9525,624,5
9526,625,6
9527,626,7
9528,627,8
9529,628,9
9530,629,10
9531,630,1
9532,631,2
9533,632,3
9534,633,4
9535,634,5
9536,635,6
9537,636,7
9538,637,8
9539,638,9
9540,639,10
9541,640,1
9542,641,2
9543,642,3
9544,643,4
9545,644,5
9546,645,6
9547,646,7
9548,647,8
9549,648,9
9550,649,10
9551,650,1
9552,651,2
9553,652,3
9554,653,4
9555,654,5
9556,655,6
9557,656,7
9558,657,8
9559,658,9
9560,659,10
9561,660,1
9562,661,2
9563,662,3
9564,663,4
9565,664,5
9566,665,6
9567,666,7
9568,667,8
9569,668,9
9570,669,10
9571,670,1
9572,671,2
9573,672,3
9574,673,4
9575,674,5
9576,675,6
9577,676,7
9578,677,8
9579,678,9
9580,679,10
9581,680,1
9582,681,2
9583,682,3
9584,683,4
9585,684,5
9586,685,6
9587,686,7
9588,687,8
9589,688,9
9590,689,10
9591,690,1
9592,691,2
9593,692,3
9594,693,4
9595,694,5
9596,695,6
9597,696,7
9598,697,8
9599,698,9
9600,699,10
9601,700,1
9602,701,2
9603,702,3
9604,703,4
9605,704,5
9606,705,6
9607,706,7
9608,707,8
9609,708,9
9610,709,10
9611,710,1
9612,711,2
9613,712,3
9614,713,4
9615,714,5
9616,715,6
9617,716,7
9618,717,8
9619,718,9
9620,719,10
9621,720,1
9622,721,2
9623,722,3
9624,723,4
9625,724,5
9626,725,6
9627,726,7
9628,727,8
9629,728,9
9630,729,10
9631,730,1
9632,731,2
9633,732,3
9634,733,4
9635,734,5
9636,735,6
9637,736,7
9638,737,8
9639,738,9
9640,739,10
9641,740,1
9642,741,2
9643,742,3
9644,743,4
9645,744,5
9646,745,6
9647,746,7
9648,747,8
9649,748,9
9650,749,10
9651,750,1
9652,751,2
9653,752,3
9654,753,4
9655,754,5
9656,755,6
9657,756,7
9658,757,8
9659,758,9
9660,759,10
9661,760,1
9662,761,2
9663,762,3
9664,763,4
9665,764,5
9666,765,6
9667,766,7
9668,767,8
9669,768,9
9670,769,10
9671,770,1
9672,771,2
9673,772,3
9674,773,4
9675,774,5
9676,775,6
9677,776,7
9678,777,8
9679,778,9
9680,779,10
9681,780,1
9682,781,2
9683,782,3
9684,783,4
9685,784,5
9686,785,6
9687,786,7
9688,787,8
9689,788,9
9690,789,10
9691,790,1
9692,791,2
9693,792,3
9694,793,4
9695,794,5
9696,795,6
9697,796,7
9698,797,8
9699,798,9
9700,799,10
9701,800,1
9702,801,2
9703,802,3
9704,803,4
9705,804,5
9706,805,6
9707,806,7
9708,807,8
9709,808,9
9710,809,10
9711,810,1
9712,811,2
9713,812,3
9714,813,4
9715,814,5
9716,815,6
9717,816,7
9718,817,8
9719,818,9
9720,819,10
9721,820,1
9722,821,2
9723,822,3
9724,823,4
9725,824,5
9726,825,6
9727,826,7
9728,827,8
9729,828,9
9730,829,10
9731,830,1
9732,831,2
9733,832,3
9734,833,4
9735,834,5
9736,835,6
9737,836,7
9738,837,8
9739,838,9
9740,839,10
9741,840,1
9742,841,2
9743,842,3
9744,843,4
9745,844,5
9746,845,6
9747,846,7
9748,847,8
9749,848,9
9750,849,10
9751,850,1
9752,851,2
9753,852,3
9754,853,4
9755,854,5
9756,855,6
9757,856,7
9758,857,8
9759,858,9
9760,859,10
9761,860,1
9762,861,2
9763,862,3
9764,863,4
9765,864,5
9766,865,6
9767,866,7
9768,867,8
9769,868,9
9770,869,10
9771,870,1
9772,871,2
9773,872,3
9774,873,4
9775,874,5
9776,875,6
9777,876,7
9778,877,8
9779,878,9
9780,879,10
9781,880,1
9782,881,2
9783,882,3
9784,883,4
9785,884,5
9786,885,6
9787,886,7
9788,887,8
9789,888,9
9790,889,10
9791,890,1
9792,891,2
9793,892,3
9794,893,4
9795,894,5
9796,895,6
9797,896,7
9798,897,8
9799,898,9
9800,899,10
9801,900,1
9802,901,2
9803,902,3
9804,903,4
9805,904,5
9806,905,6
9807,906,7
9808,907,8
9809,908,9
9810,909,10
9811,910,1
9812,911,2
9813,912,3
9814,913,4
9815,914,5
9816,915,6
9817,916,7
9818,917,8
9819,918,9
9820,919,10
9821,920,1
9822,921,2
9823,922,3
9824,923,4
9825,924,5
9826,925,6
9827,926,7
9828,927,8
9829,928,9
9830,929,10
9831,930,1
9832,931,2
9833,932,3
9834,933,4
9835,934,5
9836,935,6
9837,936,7
9838,937,8
9839,938,9
9840,939,10
9841,940,1
9842,941,2
9843,942,3
9844,943,4
9845,944,5
9846,945,6
9847,946,7
9848,947,8
9849,948,9
9850,949,10
9851,950,1
9852,951,2
9853,952,3
9854,953,4
9855,954,5
9856,955,6
9857,956,7
9858,957,8
9859,958,9
9860,959,10
9861,960,1
9862,961,2
9863,962,3
9864,963,4
9865,964,5
9866,965,6
9867,966,7
9868,967,8
9869,968,9
9870,969,10
9871,970,1
9872,971,2
9873,972,3
9874,973,4
9875,974,5
9876,975,6
9877,976,7
9878,977,8
9879,978,9
9880,979,10
9881,980,1
9882,981,2
9883,982,3
9884,983,4
9885,984,5
9886,985,6
9887,986,7
9888,987,8
9889,988,9
9890,989,10
9891,990,1
9892,991,2
9893,992,3
9894,993,4
9895,994,5
9896,995,6
9897,996,7
9898,997,8
9899,998,9
9900,999,10
9901,1000,1
9902,1001,2
9903,1002,3
9904,1003,4
9905,1004,5
9906,1005,6
9907,1006,7
9908,1007,8
9909,1008,9
9910,1009,10
9911,1010,1
9912,1011,2
9913,1012,3
9914,1013,4
9915,1014,5
9916,1015,6
9917,1016,7
9918,1017,8
9919,1018,9
9920,1019,10
9921,1020,1
9922,1021,2
9923,1022,3
9924,1023,4
9925,1024,5
9926,1025,6
9927,1026,7
9928,1027,8
9929,1028,9
9930,1029,10
9931,1030,1
9932,1031,2
9933,1032,3
9934,1033,4
9935,1034,5
9936,1035,6
9937,1036,7
9938,1037,8
9939,1038,9
9940,1039,10
9941,1040,1
9942,1041,2
9943,1042,3
9944,1043,4
9945,1044,5
9946,1045,6
9947,1046,7
9948,1047,8
9949,1048,9
9950,1049,10
9951,1050,1
9952,1051,2
9953,1052,3
9954,1053,4
9955,1054,5
9956,1055,6
9957,1056,7
9958,1057,8
9959,1058,9
9960,1059,10
9961,1060,1
9962,1061,2
9963,1062,3
9964,1063,4
9965,1064,5
9966,1065,6
9967,1066,7
9968,1067,8
9969,1068,9
9970,1069,10
9971,1070,1
9972,1071,2
9973,1072,3
9974,1073,4
9975,1074,5
9976,1075,6
9977,1076,7
9978,1077,8
9979,1078,9
9980,1079,10
9981,1080,1
9982,1081,2
9983,1082,3
9984,1083,4
9985,1084,5
9986,1085,6
9987,1086,7
9988,1087,8
9989,1088,9
9990,1089,10
9991,1090,1
9992,1091,2
9993,1092,3
9994,1093,4
9995,1094,5
9996,1095,6
9997,1096,7
9998,1097,8
9999,1098,9
10000,1099,10
10001,100,1
10002,101,2
10003,102,3
10004,103,4
10005,104,5
10006,105,6
10007,106,7
10008,107,8
10009,108,9
10010,109,10
10011,110,1
10012,111,2
10013,112,3
10014,113,4
10015,114,5
10016,115,6
10017,116,7
10018,117,8
10019,118,9
10020,119,10
10021,120,1
10022,121,2
10023,122,3
10024,123,4
10025,124,5
10026,125,6
10027,126,7
10028,127,8
10029,128,9
10030,129,10
10031,130,1
10032,131,2
10033,132,3
10034,133,4
10035,134,5
10036,135,6
10037,136,7
10038,137,8
10039,138,9
10040,139,10
10041,140,1
10042,141,2
10043,142,3
10044,143,4
10045,144,5
10046,145,6
10047,146,7
10048,147,8
10049,148,9
10050,149,10
10051,150,1
10052,151,2
10053,152,3
10054,153,4
10055,154,5
10056,155,6
10057,156,7
10058,157,8
10059,158,9
10060,159,10
10061,160,1
10062,161,2
10063,162,3
10064,163,4
10065,164,5
10066,165,6
10067,166,7
10068,167,8
10069,168,9
10070,169,10
10071,170,1
10072,171,2
10073,172,3
10074,173,4
10075,174,5
10076,175,6
10077,176,7
10078,177,8
10079,178,9
10080,179,10
10081,180,1
10082,181,2
10083,182,3
10084,183,4
10085,184,5
10086,185,6
10087,186,7
10088,187,8
10089,188,9
10090,189,10
10091,190,1
10092,191,2
10093,192,3
10094,193,4
10095,194,5
10096,195,6
10097,196,7
10098,197,8
10099,198,9
10100,199,10
10101,200,1
10102,201,2
10103,202,3
10104,203,4
10105,204,5
10106,205,6
10107,206,7
10108,207,8
10109,208,9
10110,209,10
10111,210,1
10112,211,2
10113,212,3
10114,213,4
10115,214,5
10116,215,6
10117,216,7
10118,217,8
10119,218,9
10120,219,10
10121,220,1
10122,221,2
10123,222,3
10124,223,4
10125,224,5
10126,225,6
10127,226,7
10128,227,8
10129,228,9
10130,229,10
10131,230,1
10132,231,2
10133,232,3
10134,233,4
10135,234,5
10136,235,6
10137,236,7
10138,237,8
10139,238,9
10140,239,10
10141,240,1
10142,241,2
10143,242,3
10144,243,4
10145,244,5
10146,245,6
10147,246,7
10148,247,8
10149,248,9
10150,249,10
10151,250,1
10152,251,2
10153,252,3
10154,253,4
10155,254,5
10156,255,6
10157,256,7
10158,257,8
10159,258,9
10160,259,10
10161,260,1
10162,261,2
10163,262,3
10164,263,4
10165,264,5
10166,265,6
10167,266,7
10168,267,8
10169,268,9
10170,269,10
10171,270,1
10172,271,2
10173,272,3
10174,273,4
10175,274,5
10176,275,6
10177,276,7
10178,277,8
10179,278,9
10180,279,10
10181,280,1
10182,281,2
10183,282,3
10184,283,4
10185,284,5
10186,285,6
10187,286,7
10188,287,8
10189,288,9
10190,289,10
10191,290,1
10192,291,2
10193,292,3
10194,293,4
10195,294,5
10196,295,6
10197,296,7
10198,297,8
10199,298,9
10200,299,10
10201,300,1
10202,301,2
10203,302,3
10204,303,4
10205,304,5
10206,305,6
10207,306,7
10208,307,8
10209,308,9
10210,309,10
10211,310,1
10212,311,2
10213,312,3
10214,313,4
10215,314,5
10216,315,6
10217,316,7
10218,317,8
10219,318,9
10220,319,10
10221,320,1
10222,321,2
10223,322,3
10224,323,4
10225,324,5
10226,325,6
10227,326,7
10228,327,8
10229,328,9
10230,329,10
10231,330,1
10232,331,2
10233,332,3
10234,333,4
10235,334,5
10236,335,6
10237,336,7
10238,337,8
10239,338,9
10240,339,10
10241,340,1
10242,341,2
10243,342,3
10244,343,4
10245,344,5
10246,345,6
10247,346,7
10248,347,8
10249,348,9
10250,349,10
10251,350,1
10252,351,2
10253,352,3
10254,353,4
10255,354,5
10256,355,6
10257,356,7
10258,357,8
10259,358,9
10260,359,10
10261,360,1
10262,361,2
10263,362,3
10264,363,4
10265,364,5
10266,365,6
10267,366,7
10268,367,8
10269,368,9
10270,369,10
10271,370,1
10272,371,2
10273,372,3
10274,373,4
10275,374,5
10276,375,6
10277,376,7
10278,377,8
10279,378,9
10280,379,10
10281,380,1
10282,381,2
10283,382,3
10284,383,4
10285,384,5
10286,385,6
10287,386,7
10288,387,8
10289,388,9
10290,389,10
10291,390,1
10292,391,2
10293,392,3
10294,393,4
10295,394,5
10296,395,6
10297,396,7
10298,397,8
10299,398,9
10300,399,10
10301,400,1
10302,401,2
10303,402,3
10304,403,4
10305,404,5
10306,405,6
10307,406,7
10308,407,8
10309,408,9
10310,409,10
10311,410,1
10312,411,2
10313,412,3
10314,413,4
10315,414,5
10316,415,6
10317,416,7
10318,417,8
10319,418,9
10320,419,10
10321,420,1
10322,421,2
10323,422,3
10324,423,4
10325,424,5
10326,425,6
10327,426,7
10328,427,8
10329,428,9
10330,429,10
10331,430,1
10332,431,2
10333,432,3
10334,433,4
10335,434,5
10336,435,6
10337,436,7
10338,437,8
10339,438,9
10340,439,10
10341,440,1
10342,441,2
10343,442,3
10344,443,4
10345,444,5
10346,445,6
10347,446,7
10348,447,8
10349,448,9
10350,449,10
10351,450,1
10352,451,2
10353,452,3
10354,453,4
10355,454,5
10356,455,6
10357,456,7
10358,457,8
10359,458,9
10360,459,10
10361,460,1
10362,461,2
10363,462,3
10364,463,4
10365,464,5
10366,465,6
10367,466,7
10368,467,8
10369,468,9
10370,469,10
10371,470,1
10372,471,2
10373,472,3
10374,473,4
10375,474,5
10376,475,6
10377,476,7
10378,477,8
10379,478,9
10380,479,10
10381,480,1
10382,481,2
10383,482,3
10384,483,4
10385,484,5
10386,485,6
10387,486,7
10388,487,8
10389,488,9
10390,489,10
10391,490,1
10392,491,2
10393,492,3
10394,493,4
10395,494,5
10396,495,6
10397,496,7
10398,497,8
10399,498,9
10400,499,10
10401,500,1
10402,501,2
10403,502,3
10404,503,4
10405,504,5
10406,505,6
10407,506,7
10408,507,8
10409,508,9
10410,509,10
10411,510,1
10412,511,2
10413,512,3
10414,513,4
10415,514,5
10416,515,6
10417,516,7
10418,517,8
10419,518,9
10420,519,10
10421,520,1
10422,521,2
10423,522,3
10424,523,4
10425,524,5
10426,525,6
10427,526,7
10428,527,8
10429,528,9
10430,529,10
10431,530,1
10432,531,2
10433,532,3
10434,533,4
10435,534,5
10436,535,6
10437,536,7
10438,537,8
10439,538,9
10440,539,10
10441,540,1
10442,541,2
10443,542,3
10444,543,4
10445,544,5
10446,545,6
10447,546,7
10448,547,8
10449,548,9
10450,549,10
10451,550,1
10452,551,2
10453,552,3
10454,553,4
10455,554,5
10456,555,6
10457,556,7
10458,557,8
10459,558,9
10460,559,10
10461,560,1
10462,561,2
10463,562,3
10464,563,4
10465,564,5
10466,565,6
10467,566,7
10468,567,8
10469,568,9
10470,569,10
10471,570,1
10472,571,2
10473,572,3
10474,573,4
10475,574,5
10476,575,6
10477,576,7
10478,577,8
10479,578,9
10480,579,10
10481,580,1
10482,581,2
10483,582,3
10484,583,4
10485,584,5
10486,585,6
10487,586,7
10488,587,8
10489,588,9
10490,589,10
10491,590,1
10492,591,2
10493,592,3
10494,593,4
10495,594,5
10496,595,6
10497,596,7
10498,597,8
10499,598,9
10500,599,10
10501,600,1
10502,601,2
10503,602,3
10504,603,4
10505,604,5
10506,605,6
10507,606,7
10508,607,8
10509,608,9
10510,609,10
10511,610,1
10512,611,2
10513,612,3
10514,613,4
10515,614,5
10516,615,6
10517,616,7
10518,617,8
10519,618,9
10520,619,10
10521,620,1
10522,621,2
10523,622,3
10524,623,4
10525,624,5
10526,625,6
10527,626,7
10528,627,8
10529,628,9
10530,629,10
10531,630,1
10532,631,2
10533,632,3
10534,633,4
10535,634,5
10536,635,6
10537,636,7
10538,637,8
10539,638,9
10540,639,10
10541,640,1
10542,641,2
10543,642,3
10544,643,4
10545,644,5
10546,645,6
10547,646,7
10548,647,8
10549,648,9
10550,649,10
10551,650,1
10552,651,2
10553,652,3
10554,653,4
10555,654,5
10556,655,6
10557,656,7
10558,657,8
10559,658,9
10560,659,10
10561,660,1
10562,661,2
10563,662,3
10564,663,4
10565,664,5
10566,665,6
10567,666,7
10568,667,8
10569,668,9
10570,669,10
10571,670,1
10572,671,2
10573,672,3
10574,673,4
10575,674,5
10576,675,6
10577,676,7
10578,677,8
10579,678,9
10580,679,10
10581,680,1
10582,681,2
10583,682,3
10584,683,4
10585,684,5
10586,685,6
10587,686,7
10588,687,8
10589,688,9
10590,689,10
10591,690,1
10592,691,2
10593,692,3
10594,693,4
10595,694,5
10596,695,6
10597,696,7
10598,697,8
10599,698,9
10600,699,10
10601,700,1
10602,701,2
10603,702,3
10604,703,4
10605,704,5
10606,705,6
10607,706,7
10608,707,8
10609,708,9
10610,709,10
10611,710,1
10612,711,2
10613,712,3
10614,713,4
10615,714,5
10616,715,6
10617,716,7
10618,717,8
10619,718,9
10620,719,10
10621,720,1
10622,721,2
10623,722,3
10624,723,4
10625,724,5
10626,725,6
10627,726,7
10628,727,8
10629,728,9
10630,729,10
10631,730,1
10632,731,2
10633,732,3
10634,733,4
10635,734,5
10636,735,6
10637,736,7
10638,737,8
10639,738,9
10640,739,10
10641,740,1
10642,741,2
10643,742,3
10644,743,4
10645,744,5
10646,745,6
10647,746,7
10648,747,8
10649,748,9
10650,749,10
10651,750,1
10652,751,2
10653,752,3
10654,753,4
10655,754,5
10656,755,6
10657,756,7
10658,757,8
10659,758,9
10660,759,10
10661,760,1
10662,761,2
10663,762,3
10664,763,4
10665,764,5
10666,765,6
10667,766,7
10668,767,8
10669,768,9
10670,769,10
10671,770,1
10672,771,2
10673,772,3
10674,773,4
10675,774,5
10676,775,6
10677,776,7
10678,777,8
10679,778,9
10680,779,10
10681,780,1
10682,781,2
10683,782,3
10684,783,4
10685,784,5
10686,785,6
10687,786,7
10688,787,8
10689,788,9
10690,789,10
10691,790,1
10692,791,2
10693,792,3
10694,793,4
10695,794,5
10696,795,6
10697,796,7
10698,797,8
10699,798,9
10700,799,10
10701,800,1
10702,801,2
10703,802,3
10704,803,4
10705,804,5
10706,805,6
10707,806,7
10708,807,8
10709,808,9
10710,809,10
10711,810,1
10712,811,2
10713,812,3
10714,813,4
10715,814,5
10716,815,6
10717,816,7
10718,817,8
10719,818,9
10720,819,10
10721,820,1
10722,821,2
10723,822,3
10724,823,4
10725,824,5
10726,825,6
10727,826,7
10728,827,8
10729,828,9
10730,829,10
10731,830,1
10732,831,2
10733,832,3
10734,833,4
10735,834,5
10736,835,6
10737,836,7
10738,837,8
10739,838,9
10740,839,10
10741,840,1
10742,841,2
10743,842,3
10744,843,4
10745,844,5
10746,845,6
10747,846,7
10748,847,8
10749,848,9
10750,849,10
10751,850,1
10752,851,2
10753,852,3
10754,853,4
10755,854,5
10756,855,6
10757,856,7
10758,857,8
10759,858,9
10760,859,10
10761,860,1
10762,861,2
10763,862,3
10764,863,4
10765,864,5
10766,865,6
10767,866,7
10768,867,8
10769,868,9
10770,869,10
10771,870,1
10772,871,2
10773,872,3
10774,873,4
10775,874,5
10776,875,6
10777,876,7
10778,877,8
10779,878,9
10780,879,10
10781,880,1
10782,881,2
10783,882,3
10784,883,4
10785,884,5
10786,885,6
10787,886,7
10788,887,8
10789,888,9
10790,889,10
10791,890,1
10792,891,2
10793,892,3
10794,893,4
10795,894,5
10796,895,6
10797,896,7
10798,897,8
10799,898,9
10800,899,10
10801,900,1
10802,901,2
10803,902,3
10804,903,4
10805,904,5
10806,905,6
10807,906,7
10808,907,8
10809,908,9
10810,909,10
10811,910,1
10812,911,2
10813,912,3
10814,913,4
10815,914,5
10816,915,6
10817,916,7
10818,917,8
10819,918,9
10820,919,10
10821,920,1
10822,921,2
10823,922,3
10824,923,4
10825,924,5
10826,925,6
10827,926,7
10828,927,8
10829,928,9
10830,929,10
10831,930,1
10832,931,2
10833,932,3
10834,933,4
10835,934,5
10836,935,6
10837,936,7
10838,937,8
10839,938,9
10840,939,10
10841,940,1
10842,941,2
10843,942,3
10844,943,4
10845,944,5
10846,945,6
10847,946,7
10848,947,8
10849,948,9
10850,949,10
10851,950,1
10852,951,2
10853,952,3
10854,953,4
10855,954,5
10856,955,6
10857,956,7
10858,957,8
10859,958,9
10860,959,10
10861,960,1
10862,961,2
10863,962,3
10864,963,4
10865,964,5
10866,965,6
10867,966,7
10868,967,8
10869,968,9
10870,969,10
10871,970,1
10872,971,2
10873,972,3
10874,973,4
10875,974,5
10876,975,6
10877,976,7
10878,977,8
10879,978,9
10880,979,10
10881,980,1
10882,981,2
10883,982,3
10884,983,4
10885,984,5
10886,985,6
10887,986,7
10888,987,8
10889,988,9
10890,989,10
10891,990,1
10892,991,2
10893,992,3
10894,993,4
10895,994,5
10896,995,6
10897,996,7
10898,997,8
10899,998,9
10900,999,10
10901,1000,1
10902,1001,2
10903,1002,3
10904,1003,4
10905,1004,5
10906,1005,6
10907,1006,7
10908,1007,8
10909,1008,9
10910,1009,10
10911,1010,1
10912,1011,2
10913,1012,3
10914,1013,4
10915,1014,5
10916,1015,6
10917,1016,7
10918,1017,8
10919,1018,9
10920,1019,10
10921,1020,1
10922,1021,2
10923,1022,3
10924,1023,4
10925,1024,5
10926,1025,6
10927,1026,7
10928,1027,8
10929,1028,9
10930,1029,10
10931,1030,1
10932,1031,2
10933,1032,3
10934,1033,4
10935,1034,5
10936,1035,6
10937,1036,7
10938,1037,8
10939,1038,9
10940,1039,10
10941,1040,1
10942,1041,2
10943,1042,3
10944,1043,4
10945,1044,5
10946,1045,6
10947,1046,7
10948,1047,8
10949,1048,9
10950,1049,10
10951,1050,1
10952,1051,2
10953,1052,3
10954,1053,4
10955,1054,5
10956,1055,6
10957,1056,7
10958,1057,8
10959,1058,9
10960,1059,10
10961,1060,1
10962,1061,2
10963,1062,3
10964,1063,4
10965,1064,5
10966,1065,6
10967,1066,7
10968,1067,8
10969,1068,9
10970,1069,10
10971,1070,1
10972,1071,2
10973,1072,3
10974,1073,4
10975,1074,5
10976,1075,6
10977,1076,7
10978,1077,8
10979,1078,9
10980,1079,10
10981,1080,1
10982,1081,2
10983,1082,3
10984,1083,4
10985,1084,5
10986,1085,6
10987,1086,7
10988,1087,8
10989,1088,9
10990,1089,10
10991,1090,1
10992,1091,2
10993,1092,3
10994,1093,4
10995,1094,5
10996,1095,6
10997,1096,7
10998,1097,8
10999,1098,9
11000,1099,10
11001,100,1
11002,101,2
11003,102,3
11004,103,4
11005,104,5
11006,105,6
11007,106,7
11008,107,8
11009,108,9
11010,109,10
11011,110,1
11012,111,2
11013,112,3
11014,113,4
11015,114,5
11016,115,6
11017,116,7
11018,117,8
11019,118,9
11020,119,10
11021,120,1
11022,121,2
11023,122,3
11024,123,4
11025,124,5
11026,125,6
11027,126,7
11028,127,8
11029,128,9
11030,129,10
11031,130,1
11032,131,2
11033,132,3
